file,total_nodes,leaf_nodes,internal_nodes,max_depth,average_branching_factor,max_branching_factor,min_branching_factor,first_branching_factor,depth_per_nodes,internal_per_depth,state,log_length,log_word_count,avg_sent_len,sent_len_cv,hesitation_rate,correction_rate,confidence_rate,conf_hesit_ratio,backtrack_rate,forward_rate,fw_bt_ratio,question_rate,code_density,early_hesit,mid_hesit,late_hesit,hesit_trend,early_correct,late_correct,correct_trend,analysis_rate,exec_rate,plan_rate,verify_rate,strategy_entropy,lex_diversity,conclusion_strength,first_person_rate,paragraph_rate,success_words,failure_words,success_fail_ratio,total_segments,avg_segment_len,max_segment_len,min_segment_len,std_dev_len,code_analysis,mental_execution,test_generation,bug_fixing,language_mapping,high_level_plan,empty
./segment_trees/qwq_level3_block/qid_block_completion_002994_008120_002159.json,450,128,322,128,1.39,15,1,2,0.28444444444444444,2.515625,incorrect,11.743957817704676,10.017574878573896,14.71652514696277,0.5930251485488194,21.591720199857242,0.4461099214846538,1.5613847251962882,0.07422680412371134,5.665596002855104,2.0521056388294077,0.3671875,0.023514043109079032,0.03568879371877231,17.17855283706403,21.40261138780455,26.423877327491784,9.245324490427755,0.9109838625715773,0.0,-0.9109838625715773,0.3775310254735467,0.014369693011103853,0.09928151534944481,0.0,0.6265370195114284,0.019405781584582442,12,1.8022840827980013,6.035867237687366,2.0521056388294077,1.650606709493219,1.236842105263158,449,276.9933184855234,2015.0,122.0,235.98277110592022,347,71,0,5,0,26,0
./segment_trees/qwq_level3_block/qid_block_completion_001954_000731_008120.json,24,5,19,13,1.21,3,1,1,0.5416666666666666,1.4615384615384615,correct,9.20109779060925,7.518064181233078,13.510948905109489,0.6470413712771851,9.23913043478261,0.0,2.1739130434782608,0.2777777777777778,4.3478260869565215,1.6304347826086956,0.4444444444444444,0.08029197080291971,0.16304347826086957,4.975124378109452,19.2,3.257328990228013,-1.7177953878814392,0.0,0.0,0.0,0.30656934306569344,0.029197080291970802,0.014598540145985401,0.021897810218978103,0.6501627378354852,0.12554347826086956,0,0.7065217391304348,3.315217391304348,2.717391304347826,4.3478260869565215,0.6666666666666666,23,429.0869565217391,1156.0,123.0,323.3277134374346,16,2,0,3,0,2,0
./segment_trees/qwq_level3_block/qid_block_completion_002201_001073_004804.json,26,5,21,21,1.19,2,1,1,0.8076923076923077,1.0,correct,10.207436597451782,8.480114183174816,10.626086956521739,0.6941298523802781,24.704172721610963,0.6227942702927133,3.7367656217562795,0.15833333333333333,15.569856757317833,4.151961801951422,0.27631578947368424,0.02391304347826087,0.10379904504878555,21.37608550434202,29.72651605231867,22.560975609756095,1.1848901054140768,1.3360053440213762,0.6097560975609756,-0.7262492464604006,0.34130434782608693,0.02826086956521739,0.004347826086956522,0.002173913043478261,0.36172966506747645,0.06082624039858833,17,1.2040689225659125,7.494291052522317,9.134315964293128,3.3215694415611376,2.6470588235294117,25,1082.0,12962.0,78.0,2551.5565510749184,15,5,0,4,0,1,0
./segment_trees/qwq_level3_block/qid_block_completion_007437_004746_000487.json,129,38,91,41,1.41,3,1,1,0.3178294573643411,2.2195121951219514,incorrect,10.772015592210696,9.06900719585954,15.954128440366972,0.652867004757716,13.477709941251009,1.1519410206197442,1.843105632991591,0.1440677966101695,7.372422531966364,3.686211265983182,0.5076923076923077,0.02018348623853211,1.013708098145375,14.026684912760862,12.415750266051791,13.94083645018701,-0.08584846257385159,0.34211426616489904,0.34002040122407345,-0.002093864940825585,0.21284403669724772,0.01651376146788991,0.007339449541284404,0.001834862385321101,0.42954873676500155,0.051837345927888495,7,1.5896786084552472,4.642322313097569,2.0734938371155396,5.5293168989747725,0.3877551020408163,128,369.578125,2011.0,120.0,312.93061315821245,61,24,0,4,0,38,1
./segment_trees/qwq_level3_block/qid_block_completion_004801_004404_005083.json,81,15,66,60,1.21,5,1,1,0.7407407407407407,1.1,incorrect,10.542310534365473,8.780172651227646,13.080160320641282,0.78518703909705,18.60679686298631,0.9226510841150238,1.0764262648008611,0.06557377049180328,14.916192526526219,5.0745809626326315,0.3469387755102041,0.036072144288577156,0.15377518068583731,22.13368747233289,13.921113689095128,19.617224880382775,-2.5164625919501162,1.7706949977866313,0.4784688995215311,-1.2922260982651002,0.17835671342685372,0.012024048096192385,0.006012024048096192,0.002004008016032064,0.4169762064448828,0.061356297093649086,6,0.41519298785176073,7.7502691065662,1.2302014454866985,4.3057050592034445,0.3103448275862069,80,470.9875,3425.0,120.0,555.94261368885,27,36,9,2,0,6,0
./segment_trees/qwq_level3_block/qid_block_completion_006028_001831_001023.json,58,17,41,27,1.39,3,1,1,0.46551724137931033,1.5185185185185186,incorrect,11.606443130088689,9.9681041956221,14.742403314917127,0.42607203077939454,24.046123558638794,0.2812412112121496,0.04687353520202493,0.0038910505836575876,22.405549826567917,36.51448392237742,1.62839248434238,0.011740331491712707,0.02812412112121496,24.136435901141784,22.36951118475559,25.64817396152774,1.5117380603859552,0.867177337765573,0.0,-0.867177337765573,0.893646408839779,0.006906077348066298,0.0006906077348066298,0.0,0.04969123790141818,0.013452704602981157,3,0.09374707040404988,11.980875597637574,0.04687353520202493,1.3124589856566982,0.06896551724137931,57,1923.7719298245613,85130.0,122.0,11222.566029493471,43,5,0,2,0,7,0
./segment_trees/qwq_level3_block/qid_block_completion_005800_004404_001073.json,76,23,53,43,1.42,3,1,1,0.5657894736842105,1.2325581395348837,incorrect,10.609649670173567,8.906528917594517,13.084358523725834,0.6390173269203653,15.04268871120748,0.5420788724759452,2.9814337986176986,0.20535714285714285,10.299498577042959,12.8743732213037,1.2467532467532467,0.05272407732864675,0.04065591543569589,17.19526175009553,8.64677907479464,18.775510204081634,1.5802484539861048,1.146350783339702,0.40816326530612246,-0.7381875180335795,0.31282952548330406,0.01054481546572935,0.0,0.0,0.14434716655692498,0.04797398021412116,6,0.5556308442878439,6.775985905949315,3.116953516736685,3.9300718254506033,0.8,75,537.64,3739.0,125.0,570.292756492758,28,26,1,12,0,8,0
./segment_trees/qwq_level3_block/qid_block_completion_007861_003791_008393.json,95,30,65,37,1.45,4,1,1,0.3894736842105263,1.7567567567567568,incorrect,10.64611513518697,8.892886141190731,15.316561844863731,0.5569155004123534,23.080093419425744,0.13738150844896277,4.121445253468883,0.1834319526627219,9.616705591427394,8.517653523835692,0.8873239436619719,0.05241090146750524,0.16485781013875533,28.996865203761754,21.692896639727774,18.090029448885147,-10.906835754876607,0.0,0.0,0.0,0.2746331236897275,0.0,0.0020964360587002098,0.0,0.04603310258783875,0.05357878829509548,1,1.1540046709712872,7.473554059623574,10.44099464212117,8.105508998488803,1.2833333333333334,94,444.06382978723406,1792.0,120.0,368.0299721463977,35,11,0,11,0,37,0
./segment_trees/qwq_level3_block/qid_block_completion_007688_001164_008175.json,319,61,258,145,1.23,5,1,1,0.45454545454545453,1.7793103448275862,incorrect,11.74860609762183,9.959631563154169,14.299128101945003,0.43178308402966037,8.603573792190604,0.1418171504207242,6.334499385459015,0.7377049180327869,6.570861302826889,21.130755412687908,3.2,0.022132796780684104,0.07563581355771958,23.13857290589452,0.44280442804428044,0.0,-23.13857290589452,0.38779731127197514,0.0,-0.38779731127197514,0.5264922870556673,0.010731052984574111,0.0,0.0013413816230717639,0.11394020864431798,0.01663987898269831,30,0.18436229554694147,9.199205823957644,7.043585137562635,1.654533421575116,4.166666666666667,318,395.0157232704403,3838.0,120.0,330.0502825728935,73,22,2,218,0,3,0
./segment_trees/qwq_level3_block/qid_block_completion_003723_005082_000020.json,555,108,447,412,1.24,4,1,1,0.7423423423423423,1.0849514563106797,incorrect,11.810040407682862,10.08255381660941,11.931704885343969,0.3582536375188266,6.3124451318924795,0.29262990677647255,3.0935161573512815,0.4934210526315789,5.1837297771832285,2.717277705781531,0.528,0.005982053838484547,0.08778897203294177,18.83497567668704,0.0,0.0,-18.83497567668704,0.873144567793439,0.0,-0.873144567793439,0.08873379860418744,0.0014955134596211367,0.0,0.0009970089730807576,0.14999551088022514,0.012499477446595042,5,0.33443417917311147,8.185276535261904,3.1353204297479205,22.156264370218636,0.1431261770244821,554,239.971119133574,6307.0,86.0,349.4374180166424,522,8,0,17,0,7,0
